"借据流水号","客户编号","客户名称","业务品种","是否表外","起始日期","到期日期","年利率","放款金额","借据余额","附加担保方式","业务品种大类","逾期天数","五级分类","经办人","业务品种细分","核心企业名称","组织机构证注册地","营业执照证注册地","统一社会信息证注册地","注册地址","利率调整周期","下一结息日","所属部门HR","终结日期","还款金额","ECIF客户号"
"PJ20231115000573","2023050500000004","上海念青橡胶科技有限公司","银行承兑汇票","表外",2023-11-15,2024-05-15,100,100000,100000,"","票据",0,"1-正常","胡全兴","","","上海市嘉定区","上海市嘉定区","上海市嘉定区","上海市嘉定区","",,"供应链金融部",2024-05-15,0E-20,"310015671891"
"PJ20251218000005","2023071400000004","上海熠博贸易有限公司","银行承兑汇票","表外",2025-12-18,2026-06-18,100,10000000,10000000,"","票据",0,"1-正常","徐淑颖","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务四部",,0E-20,"310015982705"
"PJ20251127000002","2023071400000004","上海熠博贸易有限公司","银行承兑汇票","表外",2025-11-27,2026-05-27,100,10000000,10000000,"","票据",0,"1-正常","徐淑颖","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务四部",,0E-20,"310015982705"
"PJ20231128000126","2020111700000423","上海焱烊实业有限公司","银行承兑汇票","表外",2023-11-28,2024-05-28,100,200000,200000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务一部",2024-05-28,0E-20,"310006889913"
"2025061300000022","2023021400000001","江苏欧廷高分子材料有限公司","反向保理","表内",2025-06-13,2026-06-13,5,285309.32,285309.32,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省宿迁市泗阳县","江苏省宿迁市泗阳县","江苏省宿迁市泗阳县","江苏省宿迁市泗洪县","",2026-06-13,"公司业务三部",,0E-20,"320015321044"
"PJ20250925000004","2023041800000003","上海珺驰国际贸易有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,10000000,10000000,"","票据",0,"1-正常","倪文蕾（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"310015554133"
"2026011900000038","2021021000000444","安徽维尔特仪表线缆有限公司","反向保理","表内",2026-01-19,2027-01-19,5,1094595.54,1094595.54,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","",2027-01-19,"公司业务三部",,0E-20,"320007801357"
"2025121200000042","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-12-12,2026-12-07,6,117273.95,117273.95,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-12-07,"供应链金融部",,0E-20,"200001521312"
"2025120900000034","2022020900000158","上海红创网络科技有限公司","普通流动资金贷款","表内",2025-12-09,2026-06-25,4.6,55000000,55000000,"抵押","一般贷款",0,"1-正常","陈雄","一般贷款","","上海市杨浦区","上海市杨浦区","上海市杨浦区","上海市杨浦区","",2025-12-21,"公司业务四部",,0E-20,"310013157130"
"2026020200000041","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2026-02-02,2027-01-28,6,147841.35,147841.35,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2027-01-28,"供应链金融部",,0E-20,"200001521312"
"2025061300000020","2023022200000001","江苏江帆电缆科技有限公司","反向保理","表内",2025-06-13,2026-06-13,5,475201.51,475201.51,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2026-06-13,"公司业务三部",,0E-20,"320015321283"
"2025050900000019","2023022200000008","无锡市岁丰新材料有限公司","反向保理","表内",2025-05-09,2026-05-09,5,654432,654432,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2026-05-09,"公司业务三部",,0E-20,"320015338194"
"2025061200000021","2021021000000444","安徽维尔特仪表线缆有限公司","反向保理","表内",2025-06-12,2026-06-12,5,1226497.51,1226497.51,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","",2026-06-12,"公司业务三部",,0E-20,"320007801357"
"2025052600000034","2021032600000645","马弗橡塑（镇江）有限公司","反向保理","表内",2025-05-26,2026-05-26,5,388835.5,388835.5,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省镇江市京口区","江苏省镇江市京口区","江苏省镇江市京口区","江苏省镇江市京口区","",2026-05-26,"公司业务三部",,0E-20,"320007968910"
"2025121200000041","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-12-12,2026-12-07,6,120043.74,120043.74,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-12-07,"供应链金融部",,0E-20,"200001521312"
"PJ20231107000816","2021090300000983","上海茴阁贸易有限公司","银行承兑汇票","表外",2023-11-07,2024-05-07,100,10000,10000,"","票据",0,"1-正常","徐淑颖","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务四部",2024-05-07,0E-20,"310010972214"
"2026011400000036","2022101200000003","上海凡川物资贸易有限公司","普通流动资金贷款","表内",2026-01-14,2026-04-14,6.1,764196,607203,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-04-14,"公司业务三部",,156993.000000000000,"310014541726"
"2026011400000037","2022101200000003","上海凡川物资贸易有限公司","普通流动资金贷款","表内",2026-01-14,2026-04-14,6.1,614635.12,293438.02,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-04-14,"公司业务三部",,321197.100000000000,"310014541726"
"2025121700000051","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-12-17,2026-12-11,6,110459.33,110459.33,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-12-11,"供应链金融部",,0E-20,"200001521312"
"2026020200000042","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2026-02-02,2027-01-28,6,151634.05,151634.05,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2027-01-28,"供应链金融部",,0E-20,"200001521312"
"2025031000000002","2022020900000158","上海红创网络科技有限公司","普通流动资金贷款","表内",2025-03-10,2026-03-10,4.6,83000000,83000000,"抵押","一般贷款",0,"1-正常","陈雄","一般贷款","","上海市杨浦区","上海市杨浦区","上海市杨浦区","上海市杨浦区","",2025-03-21,"公司业务四部",,0E-20,"310013157130"
"2025052600000042","2023022200000003","苏州志帆塑胶材料有限公司","反向保理","表内",2025-05-26,2026-05-26,5,180000,180000,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省苏州市吴中区","江苏省苏州市吴中区","江苏省苏州市吴中区","江苏省苏州市吴中区","",2026-05-26,"公司业务三部",,0E-20,"320015338057"
"2025060600000018","2023022200000008","无锡市岁丰新材料有限公司","反向保理","表内",2025-06-06,2026-06-06,5,427830,427830,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2026-06-06,"公司业务三部",,0E-20,"320015338194"
"PJ20251211000002","2023041800000003","上海珺驰国际贸易有限公司","银行承兑汇票","表外",2025-12-11,2026-06-11,100,10000000,10000000,"","票据",0,"1-正常","倪文蕾（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"310015554133"
"2025071000000022","2021111800000464","盐城市瑞龙塑业有限公司","反向保理","表内",2025-07-10,2026-07-10,5,1909632,1909632,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省盐城市建湖县","江苏省盐城市建湖县","江苏省盐城市建湖县","江苏省盐城市建湖县","",2026-07-10,"公司业务三部",,0E-20,"320012473821"
"PJ20251127000003","2023071400000004","上海熠博贸易有限公司","银行承兑汇票","表外",2025-11-27,2026-05-27,100,10000000,10000000,"","票据",0,"1-正常","徐淑颖","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务四部",,0E-20,"310015982705"
"2025122300000042","2023092000000006","邯郸市泷柯贸易有限公司","反向保理","表内",2025-12-23,2026-12-17,6,88611.16,88611.16,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","河北省邯郸市复兴区","河北省邯郸市复兴区","河北省邯郸市复兴区","河北省邯郸市复兴区","",2026-12-17,"供应链金融部",,0E-20,"320016890309"
"PJ20251229000001","2024080100000177","上海才宥国际贸易有限公司","银行承兑汇票","表外",2025-12-29,2026-06-29,100,60000000,60000000,"","票据",0,"1-正常","倪文蕾（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"310020240737"
"PJ20251212000001","2024080100000178","上海茂程化工有限公司","银行承兑汇票","表外",2025-12-12,2026-06-12,100,50000000,50000000,"","票据",0,"1-正常","徐淑颖","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务四部",,0E-20,"310019780420"
"PJ20251211000011","2024112000000119","上海鼎轩机械有限公司","银行承兑汇票","表外",2025-12-11,2026-06-11,100,50000000,50000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务一部",,0E-20,"310021013169"
"PJ20250925000003","2023041800000003","上海珺驰国际贸易有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,10000000,10000000,"","票据",0,"1-正常","倪文蕾（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"310015554133"
"PJ20251225000004","2023111200000004","上海昀哲国际贸易有限公司","银行承兑汇票","表外",2025-12-25,2026-06-25,100,10000000,10000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务一部",,0E-20,"310017399855"
"PJ20251226000015","2023120100000004","上海联表黄金制品有限公司","银行承兑汇票","表外",2025-12-26,2026-06-26,100,100000000,100000000,"","票据",0,"1-正常","尹筱玲（客户经理）","","","上海市青浦区","上海市青浦区","上海市青浦区","上海市青浦区","",,"公司业务三部",,0E-20,"310017841882"
"2026011400000046","2024090500000155","美嘉世基精工金属材料（苏州）有限公司","反向保理","表内",2026-01-14,2027-01-14,3.95,10000000,10000000,"","贸易融资",0,"1-正常","周鑫（客户经理）","线上供应链-瑞e保","上海中振交通装备有限公司","江苏省苏州市张家港市","江苏省苏州市张家港市","江苏省苏州市张家港市","江苏省苏州市张家港市","",2027-01-14,"公司业务一部",,0E-20,"320021262663"
"2025050800000019","2025012200000004","上海晟隆浦华大酒店有限公司","普通流动资金贷款","表内",2025-05-09,2028-01-20,4.8,1430000,1430000,"保证","一般贷款",0,"1-正常","李檩","一般贷款","","上海市虹口区","上海市虹口区","上海市虹口区","上海市虹口区","",2025-06-21,"市场营销三部",,0E-20,"310021394443"
"2025110700000038","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2025-11-07,2026-11-01,6,116648.53,116648.53,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2026-11-01,"供应链金融部",,0E-20,"320023435076"
"2026020300000040","2022031500000051","上海万博瑞实业有限公司","普通流动资金贷款","表内",2026-02-03,2026-05-04,6.1,187025.28,187025.28,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-05-04,"公司业务三部",,0E-20,"310013218876"
"2025120400000041","2022101200000003","上海凡川物资贸易有限公司","普通流动资金贷款","表内",2025-12-04,2026-03-04,6.1,4381565.6,1767848.6,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-03-04,"公司业务三部",,2613717.000000000000,"310014541726"
"PJ20251223000015","2023111200000004","上海昀哲国际贸易有限公司","银行承兑汇票","表外",2025-12-23,2026-06-23,100,10000000,10000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务一部",,0E-20,"310017399855"
"2025060600000021","2025011000000035","宜兴吉阳新材料科技有限公司","反向保理","表内",2025-06-06,2026-06-06,5,3835251.2,3835251.2,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2026-06-06,"公司业务三部",,0E-20,"320021872913"
"2025021200000002","2025012200000004","上海晟隆浦华大酒店有限公司","普通流动资金贷款","表内",2025-02-13,2028-01-20,4.8,1200000,1200000,"保证","一般贷款",0,"1-正常","李檩","一般贷款","","上海市虹口区","上海市虹口区","上海市虹口区","上海市虹口区","",2025-03-21,"市场营销三部",,0E-20,"310021394443"
"PJ20250925000007","2025062400000002","上海酣嘉实业有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,20000000,20000000,"","票据",0,"1-正常","张子龙","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"供应链金融部",,0E-20,"310022699581"
"2025072800000047","2024072400000085","徐州利峰泰建材贸易有限公司","反向保理","表内",2025-07-28,2026-07-28,5.6,1240000,1240000,"","贸易融资",0,"1-正常","周翔","线上供应链-瑞e保","江苏中大杆塔科技发展有限公司","江苏省徐州市邳州市","江苏省徐州市邳州市","江苏省徐州市邳州市","江苏省徐州市邳州市","",2026-07-28,"供应链金融部",,0E-20,"320020099293"
"PJ20251226000013","2024112000000119","上海鼎轩机械有限公司","银行承兑汇票","表外",2025-12-26,2026-06-26,100,50000000,50000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务一部",,0E-20,"310021013169"
"2025061200000039","2025011000000035","宜兴吉阳新材料科技有限公司","反向保理","表内",2025-06-12,2026-06-12,5,1552632.72,1552632.72,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2026-06-12,"公司业务三部",,0E-20,"320021872913"
"2026020400000040","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2026-02-04,2027-01-30,6,66304.14,66304.14,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2027-01-30,"供应链金融部",,0E-20,"320023435076"
"2026010900000048","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2026-01-09,2027-01-04,6,104495.4,104495.4,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2027-01-04,"供应链金融部",,0E-20,"320023435076"
"2025121200000036","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2025-12-12,2026-12-07,6,122594.84,122594.84,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2026-12-07,"供应链金融部",,0E-20,"320023435076"
"2025112400000047","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2025-11-24,2026-11-19,6,13611.6,13611.6,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2026-11-19,"供应链金融部",,0E-20,"320023435076"
"2025012400000014","2025012200000004","上海晟隆浦华大酒店有限公司","普通流动资金贷款","表内",2025-01-24,2028-01-20,4.8,17000000,16000000,"保证","一般贷款",0,"1-正常","李檩","一般贷款","","上海市虹口区","上海市虹口区","上海市虹口区","上海市虹口区","",2025-03-21,"市场营销三部",,1000000.000000000000,"310021394443"
"121221695061178784944418","2025033100000011","重庆云鳌物流有限公司","普通流动资金贷款","表内",2025-07-25,2026-07-25,5.6,5000000,5000000,"质押","一般贷款",40,"2-关注","佟晨曦（客户经理）","脱核-德邦","德邦物流股份有限公司","重庆市沙坪坝区","重庆市沙坪坝区","重庆市沙坪坝区","重庆市沙坪坝区","",2025-08-20,"供应链金融部",,0E-20,"320022242089"
"2025112400000044","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2025-11-24,2026-11-19,6,117778.54,117778.54,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2026-11-19,"供应链金融部",,0E-20,"320023435076"
"2025123000000047","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2025-12-30,2026-12-25,6,125696.37,125696.37,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2026-12-25,"供应链金融部",,0E-20,"320023435076"
"2025123000000045","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2025-12-30,2026-12-25,6,42649.2,42649.2,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2026-12-25,"供应链金融部",,0E-20,"320023435076"
"PJ20251218000002","2023071400000004","上海熠博贸易有限公司","银行承兑汇票","表外",2025-12-18,2026-06-18,100,10000000,10000000,"","票据",0,"1-正常","徐淑颖","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务四部",,0E-20,"310015982705"
"2025112400000051","2023092000000006","邯郸市泷柯贸易有限公司","反向保理","表内",2025-11-24,2026-11-19,6,88875.03,88875.03,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","河北省邯郸市复兴区","河北省邯郸市复兴区","河北省邯郸市复兴区","河北省邯郸市复兴区","",2026-11-19,"供应链金融部",,0E-20,"320016890309"
"2025111800000051","2023092000000006","邯郸市泷柯贸易有限公司","反向保理","表内",2025-11-18,2026-11-13,6,49114.79,49114.79,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","河北省邯郸市复兴区","河北省邯郸市复兴区","河北省邯郸市复兴区","河北省邯郸市复兴区","",2026-11-13,"供应链金融部",,0E-20,"320016890309"
"2026011200000039","2022101200000003","上海凡川物资贸易有限公司","普通流动资金贷款","表内",2026-01-12,2026-04-12,6.1,871902.4,373489.4,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-04-12,"公司业务三部",,498413.000000000000,"310014541726"
"2026010800000037","2023022200000001","江苏江帆电缆科技有限公司","反向保理","表内",2026-01-08,2027-01-08,5,1642100.36,1642100.36,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2027-01-08,"公司业务三部",,0E-20,"320015321283"
"2026010700000043","2023041100000010","浙江联飞光纤光缆有限公司","反向保理","表内",2026-01-07,2027-01-07,5,964224,964224,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","浙江省杭州市临安区","浙江省杭州市临安区","浙江省杭州市临安区","浙江省杭州市临安区","",2027-01-07,"公司业务三部",,0E-20,"320015607786"
"PJ20231115000319","2023050500000004","上海念青橡胶科技有限公司","银行承兑汇票","表外",2023-11-15,2024-05-15,100,30000,30000,"","票据",0,"1-正常","胡全兴","","","上海市嘉定区","上海市嘉定区","上海市嘉定区","上海市嘉定区","",,"供应链金融部",2024-05-15,0E-20,"310015671891"
"PJ20230725000357","2023060700000010","上海奈曲家居有限公司","银行承兑汇票","表外",2023-07-25,2024-01-25,100,10000,10000,"","票据",0,"1-正常","秦婧婷","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务三部",2024-01-25,0E-20,"310015883260"
"PJ20251223000007","2023071400000004","上海熠博贸易有限公司","银行承兑汇票","表外",2025-12-23,2026-06-23,100,10000000,10000000,"","票据",0,"1-正常","徐淑颖","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务四部",,0E-20,"310015982705"
"2026011200000043","2023080100000008","乐韫国际贸易（上海）有限公司","反向保理","表内",2026-01-12,2027-01-12,3.95,9820998,9820998,"","贸易融资",0,"1-正常","周鑫（客户经理）","线上供应链-瑞e保","上海中振交通装备有限公司","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",2027-01-12,"公司业务一部",,0E-20,"310016528836"
"2025042400000009","2024042200000022","上海更酷汽车装备有限公司","普通流动资金贷款","表内",2025-04-24,2026-04-24,4.5,7500000,7500000,"","一般贷款",0,"1-正常","吴一彬","一般贷款","","上海市闵行区","上海市闵行区","上海市闵行区","上海市闵行区","",2025-05-21,"公司业务二部",,0E-20,"310019323171"
"2025122200000035","2024102300000150","东盛（上海）融资租赁有限公司","普通流动资金贷款","表内",2025-12-22,2028-12-22,4.95,30000000,30000000,"质押","一般贷款",0,"1-正常","陈雄","一般贷款","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务四部",,0E-20,"310019014576"
