"借据流水号","客户编号","客户名称","业务品种","是否表外","起始日期","到期日期","年利率","放款金额","借据余额","附加担保方式","业务品种大类","逾期天数","五级分类","经办人","业务品种细分","核心企业名称","组织机构证注册地","营业执照证注册地","统一社会信息证注册地","注册地址","利率调整周期","下一结息日","所属部门HR","终结日期","还款金额","ECIF客户号"
"2025061100000033","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-06-11,2026-06-04,6,232073.75,232073.75,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-06-04,"供应链金融部",,0E-20,"200001521312"
"2024092000000005","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-20,2026-03-13,6.5,110895.08,110895.08,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-09-13,"供应链金融部",,0E-20,"200001697732"
"2025051200000029","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-05-12,2026-05-07,6,113143.8,113143.8,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-05-07,"供应链金融部",,0E-20,"200001805176"
"2025040800000012","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-04-08,2026-04-03,6,147042.12,147042.12,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-04-03,"供应链金融部",,0E-20,"200001805176"
"2025053000000023","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-05-30,2026-05-25,6,179208,179208,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-05-25,"供应链金融部",,0E-20,"200001805176"
"2025062400000024","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-06-24,2026-06-18,6,114959.8,114959.8,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-06-18,"供应链金融部",,0E-20,"200001072704"
"2025101300000043","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-10-13,2026-10-08,6,121015.77,121015.77,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-10-08,"供应链金融部",,0E-20,"200001521312"
"2025120800000046","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-12-08,2026-12-03,6,44337.53,44337.53,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-12-03,"供应链金融部",,0E-20,"200001521312"
"2025071400000028","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-07-14,2026-07-05,6,238896.46,238896.46,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-07-05,"供应链金融部",,0E-20,"200001072704"
"2025052900000031","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-05-29,2026-05-21,6,103508.79,103508.79,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-05-21,"供应链金融部",,0E-20,"200001072704"
"2025031200000006","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-03-12,2026-03-06,6,254502.46,254502.46,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-03-06,"供应链金融部",,0E-20,"200001072704"
"2025062700000020","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-06-27,2026-06-21,6,120029.44,120029.44,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-06-21,"供应链金融部",,0E-20,"200001072704"
"2025031200000007","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-03-12,2026-03-06,6,386009.46,386009.46,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-03-06,"供应链金融部",,0E-20,"200001072704"
"2025112600000040","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-11-26,2026-11-20,6,122649.74,122649.74,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-11-20,"供应链金融部",,0E-20,"200001521312"
"2025122300000039","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-12-23,2026-12-17,6,111957.99,111957.99,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-12-17,"供应链金融部",,0E-20,"200001521312"
"2025042900000031","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-29,2026-04-24,6,123967.28,123967.28,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-24,"供应链金融部",,0E-20,"200001521312"
"2025042200000013","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-22,2026-04-17,6,217351.38,217351.38,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-17,"供应链金融部",,0E-20,"200001521312"
"2025042200000012","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-22,2026-04-17,6,106257.89,106257.89,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-17,"供应链金融部",,0E-20,"200001521312"
"2025052000000021","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-05-20,2026-05-14,6,122562.86,122562.86,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-05-14,"供应链金融部",,0E-20,"200001521312"
"2025032700000011","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-03-27,2026-03-21,6,246106.05,246106.05,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-03-21,"供应链金融部",,0E-20,"200001521312"
"2025092500000049","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-09-25,2026-09-20,6,366784.45,366784.45,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-09-20,"供应链金融部",,0E-20,"200001521312"
"2025032700000015","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-03-27,2026-03-21,6,123728.09,123728.09,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-03-21,"供应链金融部",,0E-20,"200001521312"
"2025032700000012","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-03-27,2026-03-21,6,478410.59,478410.59,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-03-21,"供应链金融部",,0E-20,"200001521312"
"2025042200000014","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-22,2026-04-17,6,375276.31,375276.31,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-17,"供应链金融部",,0E-20,"200001521312"
"2025041700000014","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-17,2026-04-12,6,196960.42,196960.42,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-12,"供应链金融部",,0E-20,"200001521312"
"2025042800000022","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-28,2026-04-23,6,121472.21,121472.21,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-23,"供应链金融部",,0E-20,"200001521312"
"2025071400000027","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-07-14,2026-07-05,6,126394.31,126394.31,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-07-05,"供应链金融部",,0E-20,"200001072704"
"2025082900000031","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-08-29,2026-08-24,6,163886.63,163886.63,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-08-24,"供应链金融部",,0E-20,"200001521312"
"2024093000000048","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-30,2026-03-25,6.5,118987.7,118987.7,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-09-25,"供应链金融部",,0E-20,"200001697732"
"2025050600000016","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-05-06,2026-05-01,6,132147.65,132147.65,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-05-01,"供应链金融部",,0E-20,"200001805176"
"2025070200000031","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-07-02,2026-06-27,6,125392.36,125392.36,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-06-27,"供应链金融部",,0E-20,"200001805176"
"2025070200000032","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-07-02,2026-06-27,6,61763.05,61763.05,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-06-27,"供应链金融部",,0E-20,"200001805176"
"2024092000000003","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-20,2026-03-13,6.5,115463.4,115463.4,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-09-13,"供应链金融部",,0E-20,"200001697732"
"2025050700000017","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-05-07,2026-05-02,6,14455.7,14455.7,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-05-02,"供应链金融部",,0E-20,"200001805176"
"2025050900000025","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-05-09,2026-05-04,6,96916.67,96916.67,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-05-04,"供应链金融部",,0E-20,"200001805176"
"2025091000000031","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-09-10,2026-09-04,6,251707.97,251707.97,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-09-04,"供应链金融部",,0E-20,"200001521312"
"2025052000000032","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-05-20,2026-05-14,6,120216.46,120216.46,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-05-14,"供应链金融部",,0E-20,"200001521312"
"2025042100000020","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-04-21,2026-04-16,6,120849.96,120849.96,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-04-16,"供应链金融部",,0E-20,"200001805176"
"2025040800000011","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-04-08,2026-04-03,6,34156.12,34156.12,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-04-03,"供应链金融部",,0E-20,"200001805176"
"2025032700000032","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-03-27,2026-03-22,6,199463.13,199463.13,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-03-22,"供应链金融部",,0E-20,"200001805176"
"2025072300000036","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-07-23,2026-07-18,6,116367.75,116367.75,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-07-18,"供应链金融部",,0E-20,"200001805176"
"2024091900000005","2019061800000060","中海腾达（北京）物资有限公司","反向保理","表内",2024-09-19,2026-03-13,6.5,109802,109802,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","北京市房山区","北京市房山区","北京市房山区","北京市房山区","",2025-09-13,"供应链金融部",,0E-20,"200002480813"
"2024092300000034","2019061800000060","中海腾达（北京）物资有限公司","反向保理","表内",2024-09-23,2026-03-18,6.5,189609.98,189609.98,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","北京市房山区","北京市房山区","北京市房山区","北京市房山区","",2025-09-18,"供应链金融部",,0E-20,"200002480813"
"2025072300000041","2019061800000060","中海腾达（北京）物资有限公司","反向保理","表内",2025-07-23,2026-07-18,6,147114.43,147114.43,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","北京市房山区","北京市房山区","北京市房山区","北京市房山区","",2026-07-18,"供应链金融部",,0E-20,"200002480813"
