"借据流水号","客户编号","客户名称","业务品种","是否表外","起始日期","到期日期","年利率","放款金额","借据余额","附加担保方式","业务品种大类","逾期天数","五级分类","经办人","业务品种细分","核心企业名称","组织机构证注册地","营业执照证注册地","统一社会信息证注册地","注册地址","利率调整周期","下一结息日","所属部门HR","终结日期","还款金额","ECIF客户号"
"PJ20250609000018","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-09,2025-12-09,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"PJ20250609000019","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-09,2025-12-09,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"PJ20250609000002","2017010600000497","上海吉恒贸易有限公司","银行承兑汇票","表外",2025-06-09,2025-12-09,100,35000000,35000000,"","票据",0,"1-正常","张子龙","","","上海市浦东新区","上海市浦东新区","上海市青浦区","上海市青浦区","",,"供应链金融部",,0E-20,"200000186489"
"2025062400000022","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-06-24,2026-06-18,6,361915.08,361915.08,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-06-18,"供应链金融部",,0E-20,"200001072704"
"2025022500000016","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-02-25,2026-02-20,6,126618.5,126618.5,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-02-20,"供应链金融部",,0E-20,"200001521312"
"2025042900000032","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-29,2026-04-24,6,125968.57,125968.57,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-24,"供应链金融部",,0E-20,"200001521312"
"2025052000000033","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-05-20,2026-05-14,6,230570.64,230570.64,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-05-14,"供应链金融部",,0E-20,"200001521312"
"2025032400000016","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-03-24,2026-03-19,6,81144.05,81144.05,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-03-19,"供应链金融部",,0E-20,"200001805176"
"PJ20250610000018","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-10,2025-12-10,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"PJ20250610000021","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-10,2025-12-10,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"2023122700000018","2016092300000019","上海水气石商业管理有限公司","固定资产贷款","表内",2023-12-28,2038-12-21,3.9,239480000,238198300,"保证","一般贷款",0,"1-正常","魏可","","","上海市徐汇区","上海市徐汇区","上海市徐汇区","上海市徐汇区","",2025-06-20,"风险管理部",,1281700.000000000000,"200000177324"
"PJ20250625000002","2017010600000497","上海吉恒贸易有限公司","银行承兑汇票","表外",2025-06-25,2025-12-25,100,30000000,30000000,"","票据",0,"1-正常","张子龙","","","上海市浦东新区","上海市浦东新区","上海市青浦区","上海市青浦区","",,"供应链金融部",,0E-20,"200000186489"
"PJ20251126000017","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-11-26,2026-05-26,100,10000000,10000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"PJ20251126000016","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-11-26,2026-05-26,100,10000000,10000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"PJ20250609000016","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-09,2025-12-09,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"PJ20250609000021","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-09,2025-12-09,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"2025032700000015","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-03-27,2026-03-21,6,123728.09,123728.09,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-03-21,"供应链金融部",,0E-20,"200001521312"
"2025092500000049","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-09-25,2026-09-20,6,366784.45,366784.45,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-09-20,"供应链金融部",,0E-20,"200001521312"
"2025101300000043","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-10-13,2026-10-08,6,121015.77,121015.77,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-10-08,"供应链金融部",,0E-20,"200001521312"
"PJ20250610000020","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-10,2025-12-10,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"PJ20250610000012","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-10,2025-12-10,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"PJ20250610000014","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-10,2025-12-10,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"2025050900000018","2021021000000444","安徽维尔特仪表线缆有限公司","反向保理","表内",2025-05-09,2026-05-09,5,300180.94,300180.94,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","",2026-05-09,"公司业务三部",,0E-20,"320007801357"
"PJ20250609000015","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-09,2025-12-09,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"2025031200000028","2017120500000005","河南泰仁商贸有限公司","反向保理","表内",2025-03-12,2026-03-07,6,120907.6,120907.6,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","河南省郑州市管城回族区","河南省郑州市管城回族区","河南省郑州市管城回族区","河南省郑州市","",2026-03-07,"供应链金融部",,0E-20,"200001059254"
"2025052300000018","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-05-23,2026-05-17,6,120463.03,120463.03,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-05-17,"供应链金融部",,0E-20,"200001072704"
"2025042200000013","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-22,2026-04-17,6,217351.38,217351.38,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-17,"供应链金融部",,0E-20,"200001521312"
"2025022500000014","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-02-25,2026-02-20,6,128126.2,128126.2,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-02-20,"供应链金融部",,0E-20,"200001521312"
"2025112600000040","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-11-26,2026-11-20,6,122649.74,122649.74,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-11-20,"供应链金融部",,0E-20,"200001521312"
"2025042900000031","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-29,2026-04-24,6,123967.28,123967.28,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-24,"供应链金融部",,0E-20,"200001521312"
"2025041700000014","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-17,2026-04-12,6,196960.42,196960.42,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-12,"供应链金融部",,0E-20,"200001521312"
"2025042800000022","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-28,2026-04-23,6,121472.21,121472.21,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-23,"供应链金融部",,0E-20,"200001521312"
"2025031900000025","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-03-19,2026-03-13,6,126040.12,126040.12,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-03-13,"供应链金融部",,0E-20,"200001521312"
"2025022100000003","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-02-21,2026-02-15,6,128803.75,128803.75,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-02-15,"供应链金融部",,0E-20,"200001521312"
"2025042200000016","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-22,2026-04-17,6,114340.09,114340.09,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-17,"供应链金融部",,0E-20,"200001521312"
"2025031000000012","2017120500000005","河南泰仁商贸有限公司","反向保理","表内",2025-03-10,2026-03-05,6,260607.57,260607.57,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","河南省郑州市管城回族区","河南省郑州市管城回族区","河南省郑州市管城回族区","河南省郑州市","",2026-03-05,"供应链金融部",,0E-20,"200001059254"
"2025052900000033","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-05-29,2026-05-21,6,122850.83,122850.83,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-05-21,"供应链金融部",,0E-20,"200001072704"
"PJ20231107000737","2021090300000983","上海茴阁贸易有限公司","银行承兑汇票","表外",2023-11-07,2024-05-07,100,20000,20000,"","票据",0,"1-正常","徐淑颖","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务四部",2024-05-07,0E-20,"310010972214"
"2024092400000018","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-24,2026-03-19,6.5,343661.06,343661.06,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-09-19,"供应链金融部",,0E-20,"200001697732"
"2024081600000038","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-08-16,2026-02-09,6.5,226988.14,226988.14,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-08-09,"供应链金融部",,0E-20,"200001697732"
"2024081600000034","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-08-16,2026-02-11,6.5,223508.36,223508.36,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-08-11,"供应链金融部",,0E-20,"200001697732"
"2025052800000019","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-05-28,2026-05-22,6,7924.2,7924.2,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-05-22,"供应链金融部",,0E-20,"200001072704"
"2025052000000028","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-05-20,2026-05-14,6,239364.01,239364.01,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-05-14,"供应链金融部",,0E-20,"200001072704"
"2025021800000012","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-02-18,2026-02-13,6,122330.96,122330.96,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-02-13,"供应链金融部",,0E-20,"200001072704"
"2025061200000021","2021021000000444","安徽维尔特仪表线缆有限公司","反向保理","表内",2025-06-12,2026-06-12,5,1226497.51,1226497.51,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","",2026-06-12,"公司业务三部",,0E-20,"320007801357"
"2025012000000018","2021032500000665","江苏金信线缆有限公司","反向保理","表内",2025-01-20,2026-01-20,5,399222.26,399222.26,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省淮安市金湖县","江苏省淮安市金湖县","江苏省淮安市金湖县","江苏省淮安市金湖县","",2026-01-20,"公司业务三部",,0E-20,"320007969112"
"2025052600000034","2021032600000645","马弗橡塑（镇江）有限公司","反向保理","表内",2025-05-26,2026-05-26,5,388835.5,388835.5,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省镇江市京口区","江苏省镇江市京口区","江苏省镇江市京口区","江苏省镇江市京口区","",2026-05-26,"公司业务三部",,0E-20,"320007968910"
"2025112400000037","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-11-24,2026-11-19,6,121388.86,121388.86,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-11-19,"供应链金融部",,0E-20,"200001521312"
"2025022500000015","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-02-25,2026-02-20,6,133140.22,133140.22,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-02-20,"供应链金融部",,0E-20,"200001521312"
"2025031700000003","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-03-17,2026-03-09,6,239107.45,239107.45,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-03-09,"供应链金融部",,0E-20,"200001521312"
"2024090500000003","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-05,2026-02-28,6.5,111882.36,111882.36,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-08-28,"供应链金融部",,0E-20,"200001697732"
"2024091400000010","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-14,2026-03-04,6.5,221191.99,221191.99,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-09-04,"供应链金融部",,0E-20,"200001697732"
"2024093000000049","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-30,2026-03-25,6.5,118384.55,118384.55,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-09-25,"供应链金融部",,0E-20,"200001697732"
"2025022100000010","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-02-21,2026-02-16,6,131435.62,131435.62,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-02-16,"供应链金融部",,0E-20,"200001805176"
"2025072300000038","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-07-23,2026-07-18,6,115787.87,115787.87,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-07-18,"供应链金融部",,0E-20,"200001805176"
"2025022400000008","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-02-24,2026-02-19,6,127931.45,127931.45,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-02-19,"供应链金融部",,0E-20,"200001805176"
"PJ20250610000019","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-10,2025-12-10,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"PJ20250609000017","2016041400000004","上海惠复贸易有限公司","银行承兑汇票","表外",2025-06-09,2025-12-09,100,5000000,5000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"200000034689"
"2025071400000027","2017121900000025","西安航城物资有限公司","反向保理","表内",2025-07-14,2026-07-05,6,126394.31,126394.31,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2026-07-05,"供应链金融部",,0E-20,"200001072704"
"2025032700000012","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-03-27,2026-03-21,6,478410.59,478410.59,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-03-21,"供应链金融部",,0E-20,"200001521312"
"2025082900000026","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-08-29,2026-08-23,6,157171.18,157171.18,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-08-23,"供应链金融部",,0E-20,"200001805176"
"2025052200000024","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-05-22,2026-05-17,6,144468.86,144468.86,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-05-17,"供应链金融部",,0E-20,"200001805176"
"2024090500000004","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-05,2026-02-28,6.5,156425.81,156425.81,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-08-30,"供应链金融部",,0E-20,"200001697732"
"2024090500000006","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-05,2026-02-28,6.5,117343.76,117343.76,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-08-30,"供应链金融部",,0E-20,"200001697732"
"2025042900000022","2018060800000007","安徽众乘物资有限公司","反向保理","表内",2025-04-29,2026-04-24,6,67705.24,67705.24,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-04-24,"供应链金融部",,0E-20,"200001805176"
"2025042200000014","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2025-04-22,2026-04-17,6,375276.31,375276.31,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-04-17,"供应链金融部",,0E-20,"200001521312"
"2024081400000011","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-08-14,2026-02-08,6.5,231932.23,231932.23,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-08-08,"供应链金融部",,0E-20,"200001697732"
"2024092000000003","2018053000000005","西安源石物资有限公司","反向保理","表内",2024-09-20,2026-03-13,6.5,115463.4,115463.4,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市新城区","陕西省西安市","",2025-09-13,"供应链金融部",,0E-20,"200001697732"
